ulasan,rating
Susah mengoperasikan nya,3
Bingung,3
Hallo saya barubaru ini mesan Gofood dan mendapat pesanan yang tidak sesuai ada minuman yang seharusnya saya dapat sesuai yang saya pesan tapi tidak saya dapat bukti foto dan Struknya masih saya simpan Saya mencoba hubungi Driver tidak di jawab dan saya juga mencoba hubungi Costumer ServiceCs bilangnya tolong hubungi Driver jadi ya mau gimana lagi saya tidak bisa mendapatkan Hak yang seharusnya saya dapat Mohon di perbaiki lagi walaupun hanya Satu minuman saja tapi membuat saya kecewa,3
Good,3
Aplikasi sekarang susah banget tunggu pesan datang lama banget harus juga konsumen chat ke driver baru pesanan konsumen diantar,3
Maaf saya kurangin bintangnya sekarang kalau mau pesan gofood sllu lambat dapat drivernya bisa sampai setengah jam baru dapat drivernya Tolong di perbaikin dong mau mesan kan jadi malas kalau responnya lambat seperti itu,3
Posisi driver tidak update terkadang di sistem sudah di pick up tapi realnya belum dateng sama sekali itu driver,3
Ngapain kasih voucher kalo gk bisa dipake Makin kesini semua voucher diperuntukkan untuk bank2 Gopay later DBS Permata CIMB Bahkan sampe jenius jg ada Lain x kalo gk niat bagi2 Voucher potongan harga gk usah  Makin kesini makin gk nyaman pake nih layanan,3
Udah ga asik aplikasinya Ga ada diskon menarik,3
setelah bertahun tahun pake layanan gojek terutama gofood saya baru menyadari betapa jauh nya harga makanan yg dikenakan gojek kepada konsumen dari harga asli nyanyaris Up 50dr harga penjual jika offlinebelum ada tambahan biaya dg keterangan untuk parkir dan biaya pemeliharaanyg ketika saya tanya hampir sebagian driver biaya parkir itu tidak ada masuk ke drivermakanya mreka memilih untuk parkir dipinggir jalan agar tdk kena biaya parkiryg arti nya menyumbang ketidak tertiban umum,3
Sudah berjalan dgn baik cuma pas pesan makanan gk sesuai harga terlalu mahal,3
Mayan,3
Susah sekali upgrade ke gopay padahal udah ada ada undangan utk upgrade,3
Sekarang udah mahal goride dan gofood,3
Knp update trs padahal baru update 6hr lalu masi d suru updete lg  Kocak dikit gk ngaru kah  Makasi,3
paylater bisa digunakan buat apa saja sekarang udah gak bisa beli pulsa pakai paylater,3
Tidak bisa transaksi pake Gopay Later kalau tidak tersambung k wifi,3
Woylah yg bener aja tolong perbaikin mapsnya dong udah kesekian kalinya titik alamat ga sesuai padahal di google maps sudah sesuai sampe ribet mau ngirim makannan,3
Ya masih harus di kembangkan lagi karena beberapa fitur nya udah bagus tapi masih ada yang kurang,3
Awal awal promo akhir akhir bongko,3
Tambahkan filter rating terbaru di setiap restonya,3
Bintang 3 dulu ya soalnya ganti no rekening susah tiketnya prosesnya lama,3
Kenapa habis diupgrade mlh gk bisa brfungsi min Sy mau tf k rek dh 3 hari coba sllu ket gak dpt sinyal pdhl apk lain brjalan sangat lancar,3
Be nttGyt,3
Udah si suruh update mulu Tapi makin kesini Makin g sinkron sama posisi driver Mana nge bug mulu Suka balik lg ke awal,3
Sangat bisa di percaya,3
Baru bebrapa hari di updatetp setelah di update ko aneh ysetiap masuk ke aplikasi dan ingin memesan kendaraaan tiba2 aplikasi terhentidan begitu terus setiap masuk ke aplikasiselalu notif aplikasi terhentimohon solusi supaya saya bisa menggunakan gojek lagi,3
Gopay ribet isi top up saldo gopartner,3
Permisi Tolong untuk driver goride di tambahkan ya ini penting banget apalagi ketika jam sibuk beroperasi untuk beberapa konsumen Saya mau pesan tapi sudah sebanyak 6x belum mendapatkan goride Kalo kayak gini bukan rating tentang driver nya melainkan tentang seberapa banyak aplikasi menyediakan driver untuk konsumen Jadi mohon untuk di pertimbangkan kembali ya Terimakasih,3
ada beberapa driver motor yg sikapnya kurang ajar dan memaki maki pelanggan trus langsung mindahin ke driver lain sebelum kita komplain hanya karena kami telat jawab chatnya semoga kedepan gojek lebih selektif dalam memilih anggota nya,3
Haduhh driver nya gapernah sesuai titik berhenti nya,3
Semoga makin ok,3
Apakah layanan GoTix sudah tidak ada di Gojeg,3
Tagihan sudah terlunasi semua Tetapi kenapa limit gopay paylater saya malah berkurang dan tidak bisa di pakai sudah berkirim email beberapa kali untuk mencari solusi tapi tidak ada respon sedikitpun,3
Sejarang agak susahkenspa,3
Driver gosend sering banget ga mau ambil orderan dan sering banget pas ada yg mau ambil wktu dia nyampe malah ngeluh jarak sama bayarannya ga sesuaiya kan bukan aku yg buat aplikasi yg nerima dia yg gabung ke gojek juga mrekakalau ga mau ambil orderan buat apa gabung,3
Sekarang diskon promonya hampir gk ada pdhl sering bgt pakai makanan harga hampir semua naik,3
bagus,3
ada bug saya mau masuk aplikasi tapi kepental dan tidak bisa masuk aplikasi TOLONG SEGERA DIPERBAIKI MENYUSAHKAN,3
program beta sudah penuh maksudnya apa ya udah nyaman pake gojek tp jadi gak bisa di pakai aplikasinya krn program beta sudah penuh,3
Gopaylater skrg payah sejak ganti management dari limit 13jt eh pas ganti management malah di turunkan jadi 500rb Ud gitu skrg aturannya amat menyulitkan mending management yg lama,3
Awalnya suka pake apl ini n ga ada masalah Tp ada pnglaman krng mnyenangkan pas top up emoney saldo tdk brtmbah namun terpotong,3
min sumpah kesel kali lah ni saya mau upgrade gopay plus gagal melulu katanya NIK tidak terdaftar atau sesuai alat scan nya jelek apa gimana padahal NIK udah bener sampe ngadu ke dukcapil berkalikali katanya sesuai kok gimana ini min,3
Gini amat mesan makanan di gofood,3
Kenapa akhir akhir ini susah bgt nyari driverrrr,3
Oke,3
kok setelah update tidak bisa melakukan transaksi seperti beli pulsa token dan bayar BPJS,3
Saya sedikit kecewa ketika mau order Go car dengan tarif promo ga ada yang mau ambil orderan nya sampai 5 menit ga ada yang ambil Lalu saya cancel dan ketika klik dengan tarif normal tibatiba langsung di ambil Apakah aplikasi nya tidak bisa mendeteksi driver yg ga mau ambil Langsung dipilih secara acak melalui aplikasi nya jadi driver otomatis yg terdekat langsung klik ke aplikasi saya Demikian mohon perhatian nya dari pihak manajemen Terima kasih,3
Makin kesini promo gofood udah semakin jarang jadi kalo mau gofood mikirmikir jugasih mahal banget,3
Ini aplikasi gojek lama banget saat mencari draifer malah kelaparan inimah,3
Ok,3
Gotix nya hilang,3
Saya tidak pernah telat membayar gopaylater Dan transaksi lancar baik yang bayar sendiri maupun pake paylater  Dan sampai limit naik tapi kenapa ngga bisa dipake gopaylaternya Malah ada tulisan terblokir,3
Izin bertanya apakah gojek tidak menyediakan fitur memilih rute sendiri Saya jadi terpaksa lewat tol dan membayar lebih mahal,3
Ongkir sangat mahal di tambah apk nya skrg kalo go food ga bisa lihat posisi driver,3
Adain fitur bangku untuk 1 orang dong,3
terkadang agak susah klo pesan pag hari seebih nya very good,3
sekarang kalo pesen gocar lama sekali tidak kaya dulu cepet kadang udah dapet lama ama driver di cancel tolong diperbaikin ya pak sy pelangan lama menggunakan gocar,3
Tidak bisa upgradelupa tanggal lahir nya min gimna,3
Wkwkwkwkacau neu gojek Tiba2 saldo gopaylater di blokirGK ad mslh Sjak d pegang sama multianakbangsa ya klo GK salah Jdi GK seru,3
Mau nanya dong di gojek Uda gaada fitur gotik ya  Yg bisa buat nonton bioskop itu Padahal Uda update tapi di cari ga ketemu ,3
Masa driver telpon ga keluar notifnya,3
Mahal sihhh,3
Susah pengajuan,3
woilah gojek kurangin dong ongkir nya kayaknya mau pesen makanan mahal di ongkirnya jd males pesen makan,3
Ini Napa dah ga bisa masuk jaringan internet tidak stabi padahal jaringan saya full kuota bejibun ribet lu skrg jek padahal saya pengguna setia dari dlu,3
gojek kenapa server kalian kok nggak bener sama sekali tolong lah di perbaiki walau perbaikan nya lama tapi yang penting lancar,3
Baik,3
Membingungkangopaylater dan gopaypinjamtiba tiba di blok dg alasan telat pembayarankapan telatnya Mksh atas tanggapan bintang saya kembalikan 5 kembali 3 bintang Tidak ada penjelasan penyelesaian pdhl sederhana tinggal jawab saja kenapa di blokir gopaypinjam dan gopaylater nya,3
PplppqlPqlq plq Pa a qap 1,3
Titik dah bener pas mesan lari kemanakok error,3
blakangan kecewa customer anak sultan tp diskonnya dikit kalo mau diskon byk hrs paylater pake gopay seringan diskon ongkir cuma 2ribu ,3
TOLONG intruksikan SEMUA Sopir anda untuk MEMAKAI MASKER Ini Covid mulai mengganas lagi dan sudah makan korban jiwa pula,3
Gopaylater saya tidak bisa digunakan padahal limit masih full dan tidak pernah telat bayar cicil,3
Gopey later saya koqdi blokir,3
Kenapa ngk bisa pesan makanan,3
Skrg ga prnah dpt potongan atau promopadahal dr dlu pake gojek,3
Ini mau buat laporan kurang kenapa ngk bisa pilih galeri foto ada di galeri dah beberapa kali dengan berbeda pedagang,3
mohon maaf gojek ini ko semakin lama eror bgt ya saya udah top up gojek jdi lemot gini pdhal jaringan saya bagus,3
Saya coba dulu,3
Aplikasinya udh diupdate malah gak bisa dibuka padahal sinyalnya stabil aduh gimana inii,3
Tolol anjg blokir nya jangan kelamaan masalah nya toblo lu kek kontl susah di pencet,3
ini fitur kenapa jadi ribet mesen gofood sejam lebih lokasi dekat driver cancel seenaknya gaada info alhasil nunggu berulang2 ga nyaman banget kayak gini gabisa dibatalin ga bisa komplen,3
ya cukup bagus cuma kalo lg hujan kdg gamau ada yg nerima pdhl mau brangkat jam itu juga alhasil telat sekolah pdhl saya bawa jas hujan juga,3
Mau bayar akulaku pake gopay later tapi suruh unduh e walet padahal e walet gojek sudah di unduh ini aplikasi bagaimana di min,3
Susah banget cari driver kalo pagi kenapa ya Giliran dapet yang deket driver malah batalin tolong lah gojek rekrut driver lagi,3
Gk connect gopay,3
Saya ubah bintangnya karna aplikasi jadi lebih sulit digunakan semenjak pesanan tidak bisa dibatalkan saya orang yang suka lupa buat ganti lokasi jadi saya pesan di lokasi yang bukan saya tinggali itu merepotkan driver juga ,3
Tolong perbaiki sistem mapsnya kenapa posisi driver sering tidak bergerak padahal sudah bergerak itu yang buat saya kesal harus konfirmasi terus buat memastikan kalau dapat driver yg mau balas enak kadang ada driver yg cuek gk lihat chat jadi sering saya cancel dan lagi mapsnya sering nyasar loh padahal titik antar jemput sudah sangat benar voucher juga tolong diperbanyak yah buat gofoodnya soalnya lebih mahal di ongkir tolong diperbaiki lagi supaya saya bisa kasih rating 5 kedepannya ,3
Kenapa sekarang kalau mau pesen susah nya padahal driver yang dekat lokasi penjemputan banyakini malah cari yang jauh dari lokasitolong di perbaiki lagi,3
Kali ini saya kasih 3 Bintang Alasannya Saya sudah order GoCar Terus internet putus Lah padahal di signal barnya bagus Kenapa di aplikasi seolah olah HP saya gak ada signal Akhirnya refresh ulang data internet Muncul dapat driver Sudah dijemput dan sampai hotel Eeeeeee tau tau nya Ada notifikasi driver kamu sedang dalam perjalanan dengan Nopol yg berbeda dari yg pertama ngantar Kan aneh Pantesan aku cari cari orderan yg sudah tuntas yg terbaru kok gak muncul Aneh nih Gojek,3
so so,3
Cepet promonya melimpah minus kadang suka kurang jelas nih apknya,3
Semakin menurun pelayanannya paylater error terus bintang saya turunkan smg kedepan pelayanannya tambah baik dan bintang pasti naik,3
min kok gaada gotixnya yaaa ini saya aja atau yang lain sama perbaiki donggg,3
Kenapa bentar2 minta diupdate mulu apknwsya  baru juga 2mingguq ywsAg lalu diupdate minta diupdeate lagia Kalo ga diupdate ga bisa di sF,3
Dulu pertama dapat limit kecil gopaylater tenor cicilan dapat 12x cicilan skrg dpt limit besar tenor cicilan max cuma dpt 3x cicilan jadi ga ke pake,3
UDAH BAGUS TAPI SAYANG TIDAK BISA KIRIM KE EWALLET LAINNYA SEPERTI DA,3
Beberapa hari terakhir aplikasi nya eror nunggu driver nya aja lamaaaaaaaaaa bnget,3
Makin bobrok ini apk muter mulu Mau pesan goride aja susah Pembayaran tokped pake gopay koin susah Maunya apa,3
ok,3
Adain Gotix lagi dong min,3
gojek termasuk gofood menerapkan edit bahasa di menu ulasan Masak ngulas makanan yg kita beli aja harus seperti nulis karya ilmiah pakai kaidah PUEBI KBBI tdk boleh campur bahasa Indonesia Inggris istilah prokem apalagi bahasa daerahalah emak ribet banget aturannya Jadinya malas ngulastrus berimbas malas kasih bintanghayo siapa yg rugi,3
Ok,3
Pesanan mudah,3
Kenapa gopaylater saya tidak bisa d gunakan padahal saya selalu bayar tepat waktusaya sangat kecewa dengan aplikasi gojek sekarangmohon perbaiki lagi sistemnya jangan sampai mengecewakan custamer,3
Sering sekali ngelag Agak mengganggu Tolong diperbaiki,3
terimah kasih ini sanggat membantu perjalanan kami,3
Halo ka kalo ada total pengeluaran transaksi lebih bagus lagi ka,3
Saya sakit perut maag saya kambuh nunggu gofood gak dateng dateng  ,3
Untuk pemesanan goraid tolong diprbaiki saya prnah pesan 1 driver tpi apkasi heng ahirnya 3 driver ya nyangkut,3
Kelamaan order makan tapi makanan disiapin sejam an walau resto sedang tidak ramai,3
Tidak bisa menampilkan QRCode buat bayar di Minimarket,3
Tolong perbaiki bug nya masa saya mau TF aja GK bisa gimana sih terus terusan bulak balik masukan pin,3
Ongkos go ride semakin mahal padahal trip nya juga normal Kadang 13rbtibatiba bisa berubah 165rb dan bisa berubah lagi menjadi 185rbTolong di evaluasi untuk biaya nya karna sangat memberatkan customer,3
pengalaman pertama pesan gofood untuk anak yg diluar kota giliran pak driver nanya lokasi pasti kos anak eh mlhan suru tutup aplikasiuntung drivernya baik mau cari muter dulu,3
Kenapa belakangan aplikasinya suka error ya aplikasi tidak menanggapi lah tau keluar sendiri lah tolong dong dibenerin jujur saya aplikasi ojol cuma pake Gojek cukup mengganggu kalau pas error gitu,3
Gini yah wir lau klo modelan mitra gini kalo promo yah abang ojol nya jan dipotong nya pendapatan nya Customer yg repot mesen 30 menit gk dapet akhir nya gk pake promo taeee Buat apa ada promo kalo berat sebelah pantes goto turun mulu sama sebagian aset nya dijual DOA ORANG2 TERSAKITI DIJABAH OLEH Allah swt,3
Kalau ujan susah banget gada yg nge pick,3
Tolong dong gojek biaya lain2 nya jgn terlalu mahalbikin males pake gofood,3
Sebelum ini aku suka make gojek karena simple tapi pas gopay punya apk sendiri Malesin Bayar kudu pindah apk Ngga simple,3
Driver go car distasiun rangkas bitung tidak mau ngambil ordeesdm yang tidak ptofesionallebih baik kalian evaluasi,3
Padahal lg butuh bgt  Tp dr pagi g bsa sign up  ,3
B aja,3
gaada promo biaya ongkir mahal pdhl makanan yang mau di order deket dr rumah,3
Gojek mantap,3
Sekarang gojeg kagak bisa di bukakluar trspadahal sya pake apk ini dah lmaknp sekarang2 ini yg gak bs digunakan,3
Mantep,3
Aplikasi bermanfaat Sayang ongkir dan promo nya sekarang terbatas,3
Min kalo bisa jangan tambahin bayaran layanan apk dong makanan  ongkirnya jadi lebih mahal mana pas gaada diskon pula plis min remove,3
Gopayleter tidak bisa di gunakan lagi,3
Gotix oh gotx kemana,3
Dipati blm ada gocarnya sampe kpan dibuka,3
Ini kenapa kalo pakai goshop susah sekali dpt drivernya ya Malah sering forse closed apknya di update gak tambah bener malah kacau,3
Ka aku salah topup GOPAY ke no yg lama sya lupa klu no nya udh di ganti gmn ka bisa balik lg gak saldo GOPAY sya,3
Lumayan,3
Minta tolong dong untuk keseluruhan ulasanmaupun rating yang diberikan customer bisa dilihat jam merating nya dong seperti ratingulasan di shopfood  Terima kasih,3
Gojek parah ga mau kasih insentif Buat driver performa harus 100 harus diambil semua giliran Cs yg censel performa driver turun batal dah dapat insentif Aplikasi penjajah,3
Mohon untuk tidak memunculkan halaman pemberian tip 2 kali untuk meminimalkan pemberian tip double Terimakasih ,3
Mantap,3
Ga asik belum ada paylater ditolak terus,3
Tambahin fitur vn dong di chat nya,3
Kebanyakan update,3
kalo mau blanja pk aplikasi gomart sistem gojeknya menuju 1 toko sajadan barang tidak lengkap,3
go ride oke go food perlu d tinjau lagi resto yg udah tutup,3
Sulit sekali dapet driver padahal hampir 10 menit saya nunggu,3
Baik bngty,3
Gocar driver pada gak mau ambilyang pake gocar hemat,3
Sekarang ojol driver bisa ambil pesanan dobel tho pantes aja PENGIRIMAN GOFOOD JADI MAKIN LAMA ngirim ke orang lain dulu tidak fokus ke satu orang ,3
Katanya kalau selesai pengisian saldo atau Top up di Alfamart akan ada cashback 2000 rupiantapi kenyataannya tidak ada cashback nya masuk ke akun GoPay saya ,3
Tolong dung untuk titik koordinat penjemputan di Stasiun ta di kembalikan lgi ke awal masa di museum mandiri,3
Sangat puas aplikasi gojek,3
3b dulu baru menggunakan app ini,3
Maaf Saya Turunin Bintangnya saya serjng order gofood tp Promonya jarang ,3
Turun bintang satu lg Skrg nyaman di sebelah,3
LumYan,3
Bagus dan top sangat membantuku,3
Paylater bayar rutin kok ngga bisa dipake aneh,3
Iya jln yg bisa bantu kita mi,3
Aku lg orderabang gojegnya udah otw tiba2 tiap klik aplikasinya mau mantau pesenan aku udah dmneh tiba2 muncul update terbaru ini gmn ya kasian babang nya udah otw nganter makanan,3
Naik gojek enak  murah tapi kadang2 agak telat,3
Kenapa sdh 2 bulan ini setiap mau bayar gopaylater Hrs upgrade trs ,3
Banyak diskon,3
Upgarade susah bgt lemot bgtpadahal jaringan okemau kerja jd telat,3
terlalu lemot aplksiy,3
agak kecewa sihh styap ad notif gopay pinjam sllu d klik tp selalu z gk bisa ktx udh trdaftr tnggl nunggu pmbritahuan tp setiap notifx masuk sllu muncul kalimat yg samaanda sdh trdftr tunggu notifkecewaa pdhl kpngn bngt pke gopy pnjmudh gt gk ad gopayletterx pdhl klo psn mknn sllu lewat gojek,3
ky GB NHK mggje  vm rbn bhu li,3
makin lama promo buat gojek makin dikit padahal dulu banyakk,3
Terkadang saya menjumpai bug yang menyulitkan,3
KAsih segitu dulusoalnya beberapa kali dikecawain ma drivernyahanya karna jarak dekat ga mau,3
Gojek memang terbaik,3
Aku gak dapat diskon free ongkir biaya tambahan nya banyak banget,3
G menyarankan tf lewat gopay,3
Menunjukan perjalaman dan rute Lambat,3
Knp gak bisa di perbaruin,3
Kadang kadang ngelag jadi susah transaksinya,3
Lumayan,3
untuk gocar nya kalo pake promo driver nya banyak yg tidak mau dan tidak merespon sama sekali Misal gamau berangkat jemput kan harusnya pihak driverr gocar nya setidaknya bilang maaf gak bisa jemput setidaknya ada komunikasi nya dengan penumpang jadi penumpang sudah nunggu lama tapi nihil hasil nya Kecewa bgtt saya Kalo Untuk gofood dan gojek nya enak,3
Brijuanda,3
Aplikasi ny mah ok ok aja tapi kurang suka sama Driver ny setelah Sampai tujuan bukanya pergi malah nongkrong dulu depan rumah ngerokok kan ngg enak bngtt dilihatnya mana sambil duduk diatas motor angkat kaki lagiii udh mah badannya bauuu pas naik motornya juga plat no ny beda yg di aplikasi tolong ditingkatkan lagi untuk kebersihan driver,3
Lagi laper pesen d sini nunggu lama titik lokasi ke lempar jauh abis itu dateng pesananya dah dingin banget ,3
Server penuh,3
Driver di apk ini kek ga butuh duit lama banget dapet driver malah sering banget di cancel ama driver nya Sekalinya dapet lama gerak atau jemput nya Mendingan pake apk sebelah aja,3
Map dan info nama2 tempat banyak yg error  juga foto2 pendukungnya  Ini menyulitkan pengguna dlm menyusun order ,3
min tolong tambahin metode pembayaran ovo padahal gojek bagus tpi gaada ovo nya ,3
kasih segini dulu biasa nya Susah,3
Tolong kasih tahu dong klo tibatiba gopaylater gak bisa dipake biar kita enggak bertanyatanya dan bisa introspeksi Gopaylater aktif lagi juga kan ada notifnya Betewe makasih banget loh fasilitas gopaylater ini membantu saya banget Udah ditambahin ya bintangnya klo tidak ada kendala next saya kasih bintang 5 lagi,3
Apaan giliran udah berlangganan diskon ongkir tp ga dikasih promo diskon gofoodnya ,3
Gojeknya susah dibuka tolong dong di perbaiki say mau pesan rada susH,3
Tadi pagi saya beli pulsa untuk nomor anak saya notifnya berhasil tapi sampai mlm ini pulsanya blm masuk mohon penjelasannya mksh,3
Mohon maaf untuk aplikasi gojek  mungkin khusus untuk goride nya lebih baik di berikan pilihan bobot kendaraan yg bisa menyesuaikan dengan berat badan customer nya  jadi nnti pada saat driver dengan kapasitas motor yg kecil lalu dpt penumpang dengan berat badan extra tidak sama sama sampai menyulitkan satu sama lainnya  tolong di perbaiki khusus mitra goride nya ,3
Sumpah gojek sekarang makin lemot banget status pengiriman gada aplikasi sering lemot tau tau malah keluar sendiri sumpah makin lemot parah Tolong perbaiki masalahnya,3
Oke,3
Akhir2 susah dibuka,3
driver yang masi nganterin orang jangan nerima pesenan lahh lama banget ini nunggu 15 menit kayanya,3
Maaf saya mau tanya gopaylater saya kenapa diblokir dan apakah blokir permanen Apakah tagihan saya masih bisa dibayar jika gopaylater nya diblokir Minta tolong gimana caranya bisa tidak diblokir lagi Terimakasih,3
Semoga terus memberikan yg terbaik utk pelayanannya,3
So far sangat membantu tapi sering nge freeze Dan sekarang biaya lain lain nya mahal,3
Driver oke,3
maaf tapi untuk gofood nya malah kualitasnya menurun,3
gojek plis tambahkan fitur pembatalan pesanan gua nunggu pesanan 1 jam lebih gak dateng dateng padahal cuma minuman dan lokasi sekitar 1 km capek gua nunggu nya bambang mo pesen ke resto yang lain takutnya yang satunya malah datang kan aseeem nanti kalo udah ada fitur pembatalan pesanan bintang nya gua tambah,3
Tolong diperbaiki diskonnya,3
Ko setelah pembaruan Gotix nya ga ada lgi,3
sorry tapi waktu untuk dapat driver cukup lama,3
Saya merasa makin hari harga nya mahal kurang pas pas buat di kantong anak sekolah dan sangat susah untuk mendapat driver,3
Ini kenapa ya kok maps di gojek ini otomatis gitu saya mau pilih titik jemput tapi nga bisa terus dia langsung otomatis Mulu cuman itu aja sih overall bagus kok,3
Coba lah diajarin tu driver2 pake aplikasi Saya pesan makanan di gofood sampe se jam taunya dia salah tempat Saya pesen mcd drivernya malah datang di kfc NUNGGU 1 JAM HANYA KARENA DRIVER SALAH TEMPAT Sampe mcd nya chat saya untuk hubungi driver biar cepet Saya tidak ada urusan buat chat sana sini Yang begini DARI PIHAK GOFOOD lah buat urusin ginian Saya hanya mikir yg penting makanan saya datang,3
pemilihan rute baik tapi sayang pengemudi kurang respek dalam membantu penumpang yang sedang membawa bayi sama sekali tidak membukakan pintu  membawa tas penumpang ,3
sering ngefreeze,3
Bintang 3 lebih baik,3
Dah lama pakai cuman akhir akhir ini terlalu sering crash bukan masalah sinyal,3
Gopaylater saya terblokir bagaimana cara mengembalikan nya Minta nomor cs nya,3
Saya ganti pin gopay saya via apk gopay tdk ada masalah tp ketika saya coba ganti via apk gojek selalu muncul notif tdk ada jaringan internetsilahkan coba beberapa saat lagi Padahal jaringan internet saya bagus aja Apa masalahnya,3
Cara hubungi CS Gojek gmna yah sqya mau cancel gosend saya yg pertama karena salah alamat namun tdk bisa dicancel  di pusat bantuan tdk ada opsi,3
Sebenarnya aplikasi nya sgt membantu dan memudahkan dgn fitur fiturnya cuma akhir akhir ini aplikasi sering nge bug lagi ngorder pesanan jdi macet,3
Satu akun ternyata bisa terbuka di dua device hp bekas dgn apk yg udh dihapus setelah instal kembali dan verifikasi no yg berbeda terbuka lagi akun saya jadi takut simpan saldo disini,3
Sekarang promonya harus bayar pake ini lah itu lah baru dpt promo Menyebalkan,3
ini cuma aku doang yang layanan go tix nya hilang atau gmna si udah update juga loh padahal,3
Saat ada masalah laporan sama sekali tidak membantu,3
Cukup menyenangkan,3
padahal pelanggan gopaylater tp nggak pernah dapet voucher gofood,3
Mohon maaf kenapa semakin hari order go food  semakin lamanunggu dapat driver padahal resto sudah konfirmasi orderan begitu saya order mohon tingkatkan pelayanan dong  jangan kalah dengan aplikasi sebelah kalau untuk layanan selain go food gojek dapat diandalkantapi saat saat ini untuk layanan go food maaf penilaian semakin jeleklama mendapatkan driver,3
Tolong versi lama diaktifkan kembali nggak perlu di update krn memerlukan banyak kuota di hp saya nggak bisa di update Tksh,3
Bagus,3
tolong dong ya klo terima pekerja jngn nerima pekerja yg suka bawa motor ugal ugal anngebut ngebutan karna sangat berbahaya sekali bagi penumpang  Saya sering pesan gojek selalu yg bw motor ngebut sampai2 sy mau jatoh klo jatoh paling ngomong maaf doang trus biaya gojek nya gratis dan saya tidak mau kaya gitu saja,3
Tolong bgt kenapa ya setelah diupdate malah jadi makin lama kadang internet lancar apk nya loding lama bgt terus ga ngerespon keluar sendiri,3
Untuk fitur menu gofood sudah tidak bisa modif untuk pesenan jadi kurang efisien saat meng order makanan jika salah pilih mohon bantu di perbaiki ,3
Beli makanan 2 kali lama nunggu sampai 70menit padahal jarak gak lebih 1 km ngorder pertama nunggu 70 menit yg ke 2 saya langsung ke resto lama bgt Keburu pingsannnnnnnnn,3
Idiot banget tagihan gopay later udah bener tgl 1 malah di pindahin jd tgl 2 idiotgoblokkk,3
Mohon di proses pengembalian dana saya karena transaksi gagal sudah 3 hari belum kembali lagisudah minta bantuan dari CS nya tapi yg jawab hanya CS mesin,3
Aplikasiny sering crash tolong di perbaiki,3
Bagus sekali,3
Hore gopaylater ditutup terima kasih,3
Titik jemput sering tdk sesuai,3
Mengapa setelah diupdate malah aplikasinya tidak bisa dibuka,3
Promo yg banyak tidak berguna,3
Jarang pakai sih,3
Sering error  masih force close terus  udah pesan food  keluar aplikasi baru bisa dilihat pesananya kl yg ga tau pasti dobel order kl bgt,3
sangat baik,3
Kadang erorngelagclose dulubaru normal lagitlong diperbaikithanks,3
Wangel giliran lupa pin cuman sekali tiba tiba banyak aksi terus coba lagi 1 jam,3
Kenapa menu help tidak ada di aplikasi saya ya ,3
aplikasi sering crash secara tiba,3
Tidak ada kontak CS yang bisa dihubungi secara langsung Hanya cs bot yang menjawab,3
Biaya amplikasi jangan mahal2 kasian kalau yg pesan food,3
Kalo dipake tiap hari voucher potongan harga ngga ada jd jatuhnya mahal Pernah Driver datang secara bersamaan harusnya bisa otomatis cancel kalo pesan driver lain,3
Dear team gojek saya bug tidak bisa masuk aplikasi,3
Kenapa saya mau beli paket internet di my telkomsel gk bisa dibayar pakai gopay malah masuk ke playstore padahal aplikasi sudah sama2 versi terbaru,3
Kenapa saya tidak dapat menginstal aplikasi lagi setelah sempet saya hapus karena sering erorr,3
Blm pernah,3
Dulu suka karena murah sekarang kurang suka agak mahal harusnya kalau jarak dekat dulu 4000 naiknya jangan 10000 7000 kan bisa Kalau biss dibuatkan Gojek lite karene sering pembaruan jadi memenuhi memori,3
Gasuka sekarang promo gofoodnya banyaknya menggunakan paylatermengajarkan mengutang teruspromo pakai gopaynya sedikit,3
Baik,3
Mantap,3
Tambah mahal aja,3
aplikasinya suka erorngehank ga mau gerak,3
aplikasinya terasa berat dihp ram 3loading lama klo ada telp masuk dri driver gak ada tampilan telp hanya nada deringnya aja sampe mati sendiri telpnya,3
Sekarang suka sering force close sendiri Padahal udah update versi terbaru,3
Aplikasi sekelas decacorn buatan anak bangsa yang kerjaannya ngefreeze mulu,3
Sring force close sendiri,3
Gotix nya ko ga ada lagi,3
Gojek kenapa sih mau log in kok gk bisadiketeranganyya gk ada sinyal internet tapi jelas2 sinyalnya ada solusinya dong min,3
delay banget mapsnya saya kira drivernya yang belum jalan taunya delay di mapsnya,3
Kenapa gocar nya ga bisa yaah  Sudah saya perbaharui padahal,3
Mahal Sekarang Online Cuma Murah Makanan Doang Yang Lain Mahal Banget,3
Tolong dongkenapa sih setiap buka menu gofood sering not responding jadi nya harus matiin sama buka ulang aplikasi nya yang mana luamyan ribet kalo keseringan,3
Setelah update aplikasinya sdh 2 kali ngefreeze tidak bisa di pakai jadi force close Untuk skrg di coba uninstallinstall lg,3
Sering error kalau gofood,3
Aplikasinya lemot banget dech skarang,3
Kekurangan gojek itu kita gak bisa pake promo sebelum saldo melewati harga normal jadi kalo kita punya saldo 30k dan harga makanan kalo kena diskon jadi 28k maka kita gak bisa pake promony karena harga normal 40k,3
Paket langganan ongkir Rp29900 untuk sebulan kemahalan dengan harga yang lebih murah langganan ogkir di aplikasi sebelah sudah bisa untuk 2 bulan,3
